"time","bc_fr","ec_fr"
2022.66666666667,102.889997618481,108.645064301024
2022.75,102.582358894975,109.017879256966
2022.83333333333,102.515206001429,109.578655632293
2022.91666666667,102.599863062634,110.120647773279
2023,102.683746130031,110.403375803763
2023.08333333333,102.645498928316,110.314217670874
2023.16666666667,102.389509407002,109.648100738271
2023.25,101.927667301739,108.533091212193
2023.33333333333,101.382031436056,107.224726125268
2023.41666666667,100.82113003096,105.953810431055
2023.5,100.290700166706,104.814170040486
2023.58333333333,99.8224339128364,103.722761371755
2023.66666666667,99.39467730412,102.679739223625
2023.75,99.0075077399381,101.780852583949
2023.83333333333,98.7131698023339,101.039283162658
2023.91666666667,98.5926649202191,100.555417956656
2024,98.7065689246423,100.469963086449
2024.08333333333,99.031177469869,100.620879971422
2024.16666666667,99.3291081209811,100.719707073113
